point0001	16.359004	93.362881	20.296712
point0002	36.516326	0.299309	54.393205
point0003	83.886020	59.371394	33.637247
point0004	69.562703	87.199006	64.318808
point0005	69.787150	71.451569	87.532979
point0006	82.730985	82.009098	47.707315
point0007	31.519825	0.441802	86.533922
point0008	49.753578	32.986435	8.991782
point0009	57.111063	38.555120	89.938591
point0010	32.686987	13.395923	7.425506
point0011	78.468080	92.307929	24.858135
point0012	37.439860	11.679695	72.514164
point0013	95.291052	44.531603	44.284581
point0014	18.593217	15.495273	28.166443
point0015	90.700718	88.049096	31.899550
point0016	86.447518	93.671410	7.216808
point0017	38.562037	66.838825	64.307611
point0018	24.345364	95.537159	51.643096
point0019	48.039291	65.081270	28.578174
point0020	24.970088	90.353645	60.699275
point0021	95.759611	5.270987	61.832952
point0022	70.620837	11.969115	15.478574
point0023	74.332632	5.626448	61.576336
point0024	59.353200	78.548936	60.792879
point0025	71.073693	0.006258	23.712427
point0026	1.173949	65.431622	66.172670
point0027	10.250570	23.090872	13.860943
point0028	34.687603	73.068683	92.414101
point0029	79.731911	46.211175	22.899654
point0030	74.786669	55.456982	88.849919
point0031	8.550915	75.673168	92.047453
point0032	97.309091	95.950920	33.278496
point0033	29.360228	87.831850	38.152587
point0034	24.938339	24.185428	29.660731
point0035	1.548208	79.783126	63.085644
point0036	89.599886	22.474877	71.828340
point0037	41.023274	3.147794	95.906748
point0038	54.329480	81.914837	3.323614
point0039	30.805387	19.309607	63.901580
point0040	25.838366	31.832472	7.265416
point0041	21.993167	81.584892	85.453715
point0042	81.268416	11.768662	80.108204
point0043	48.160510	20.041049	41.036244
point0044	10.187690	69.970475	0.503699
point0045	94.768425	52.624242	83.651208
point0046	3.201871	14.601865	50.590420
point0047	93.588932	78.568717	3.291335
point0048	41.823904	67.946182	28.366028
point0049	88.300200	20.898007	43.061752
point0050	4.067285	61.638678	17.308891
point0051	76.640350	58.659350	48.924388
point0052	9.317688	7.125731	57.983283
point0053	4.790385	90.586923	40.397547
point0054	37.006231	6.514631	4.808844
point0055	59.238550	83.498871	61.585015
point0056	7.931519	51.831744	48.858655
point0057	80.300969	93.950982	20.250906
point0058	2.286027	8.026513	65.861972
point0059	1.326296	83.831361	6.488812
point0060	2.385633	81.864547	75.219748
point0061	3.578609	47.271541	95.906710
point0062	42.938871	79.512178	26.049093
point0063	33.073878	63.970446	49.632431
point0064	41.032003	12.675979	97.787417
point0065	39.816237	79.201725	27.330477
point0066	86.211325	27.609495	38.880221
point0067	4.567674	90.928944	16.460597
point0068	47.914467	43.060457	77.628406
point0069	36.093357	39.914596	44.400862
point0070	74.057124	8.885605	38.438795
point0071	84.764981	5.205351	95.144745
point0072	75.683850	88.950592	23.873689
point0073	92.273025	48.157991	14.683987
point0074	24.909250	77.380664	90.846167
point0075	40.879938	61.922831	64.082665
point0076	36.202393	26.558730	79.142379
point0077	91.115337	36.987125	74.399870
point0078	19.880353	9.478419	74.154836
point0079	52.356472	55.927451	41.767357
point0080	71.181883	48.333258	59.500775
point0081	26.151719	41.505158	18.409381
point0082	31.621869	41.431856	42.105206
point0083	36.118799	22.917167	50.997776
point0084	51.449294	74.637702	0.667010
point0085	20.731988	19.428781	37.761067
point0086	58.582958	70.752328	75.895494
point0087	77.989753	7.243114	50.757759
point0088	34.948547	30.344774	23.822758
point0089	44.541996	35.119112	14.208747
point0090	24.680277	66.789246	85.205939
point0091	70.952430	10.248370	16.118946
point0092	18.217641	39.669368	59.812081
point0093	71.044055	44.581515	63.339575
point0094	20.905347	89.522436	84.431383
point0095	77.449153	35.182457	6.862618
point0096	26.615414	78.033830	27.831406
point0097	32.301857	87.905131	11.453510
point0098	19.965683	84.606965	41.718350
point0099	25.441188	73.983032	6.713611
point0100	2.118879	3.241482	49.000461
point0101	93.547920	94.269460	48.604096
point0102	42.612251	14.934622	96.861719
point0103	55.203600	45.359205	89.793882
point0104	24.901276	89.669790	52.514189
point0105	38.189717	84.993029	2.755975
point0106	81.420014	56.369164	36.500174
point0107	72.868545	70.322310	66.208074
point0108	1.272021	56.745478	91.873148
point0109	85.276726	52.416845	31.364722
point0110	28.549063	52.808591	73.814501
point0111	54.608562	32.827300	44.648254
point0112	51.823142	81.721142	36.284008
point0113	73.252680	17.579921	30.664278
point0114	18.002454	32.338155	17.731448
point0115	43.345697	65.162664	11.424181
point0116	34.972963	69.260801	85.909076
point0117	86.022494	1.729054	58.383719
point0118	73.657870	42.775178	90.888454
point0119	75.007403	22.148838	56.508058
point0120	90.455500	0.692629	28.091534
point0121	67.739405	39.596079	53.674090
point0122	65.977226	95.193197	3.953338
point0123	24.580428	89.790212	23.809519
point0124	58.000954	31.925836	87.531468
point0125	48.068677	19.154375	83.937222
point0126	84.640960	43.488133	53.020362
point0127	85.452335	37.217400	16.522591
point0128	50.693226	47.539841	81.759603
point0129	47.844565	69.871533	14.555279
point0130	45.200176	64.870586	28.028384
point0131	18.003879	46.214330	49.815157
point0132	88.763010	44.218934	13.975504
