16.359004	93.362881	20.296712
36.516326	0.299309	54.393205
83.886020	59.371394	33.637247
69.562703	87.199006	64.318808
69.787150	71.451569	87.532979
82.730985	82.009098	47.707315
31.519825	0.441802	86.533922
49.753578	32.986435	8.991782
57.111063	38.555120	89.938591
32.686987	13.395923	7.425506
78.468080	92.307929	24.858135
37.439860	11.679695	72.514164
95.291052	44.531603	44.284581
18.593217	15.495273	28.166443
90.700718	88.049096	31.899550
86.447518	93.671410	7.216808
38.562037	66.838825	64.307611
24.345364	95.537159	51.643096
48.039291	65.081270	28.578174
24.970088	90.353645	60.699275
95.759611	5.270987	61.832952
70.620837	11.969115	15.478574
74.332632	5.626448	61.576336
59.353200	78.548936	60.792879
71.073693	0.006258	23.712427
1.173949	65.431622	66.172670
10.250570	23.090872	13.860943
34.687603	73.068683	92.414101
79.731911	46.211175	22.899654
74.786669	55.456982	88.849919
8.550915	75.673168	92.047453
97.309091	95.950920	33.278496
29.360228	87.831850	38.152587
24.938339	24.185428	29.660731
1.548208	79.783126	63.085644
89.599886	22.474877	71.828340
41.023274	3.147794	95.906748
54.329480	81.914837	3.323614
30.805387	19.309607	63.901580
25.838366	31.832472	7.265416
21.993167	81.584892	85.453715
81.268416	11.768662	80.108204
48.160510	20.041049	41.036244
10.187690	69.970475	0.503699
94.768425	52.624242	83.651208
3.201871	14.601865	50.590420
93.588932	78.568717	3.291335
41.823904	67.946182	28.366028
88.300200	20.898007	43.061752
4.067285	61.638678	17.308891
76.640350	58.659350	48.924388
9.317688	7.125731	57.983283
4.790385	90.586923	40.397547
37.006231	6.514631	4.808844
59.238550	83.498871	61.585015
7.931519	51.831744	48.858655
80.300969	93.950982	20.250906
2.286027	8.026513	65.861972
1.326296	83.831361	6.488812
2.385633	81.864547	75.219748
3.578609	47.271541	95.906710
42.938871	79.512178	26.049093
33.073878	63.970446	49.632431
41.032003	12.675979	97.787417
39.816237	79.201725	27.330477
86.211325	27.609495	38.880221
4.567674	90.928944	16.460597
47.914467	43.060457	77.628406
36.093357	39.914596	44.400862
74.057124	8.885605	38.438795
84.764981	5.205351	95.144745
75.683850	88.950592	23.873689
92.273025	48.157991	14.683987
24.909250	77.380664	90.846167
40.879938	61.922831	64.082665
36.202393	26.558730	79.142379
91.115337	36.987125	74.399870
19.880353	9.478419	74.154836
52.356472	55.927451	41.767357
71.181883	48.333258	59.500775
26.151719	41.505158	18.409381
31.621869	41.431856	42.105206
36.118799	22.917167	50.997776
51.449294	74.637702	0.667010
20.731988	19.428781	37.761067
58.582958	70.752328	75.895494
77.989753	7.243114	50.757759
34.948547	30.344774	23.822758
44.541996	35.119112	14.208747
24.680277	66.789246	85.205939
70.952430	10.248370	16.118946
18.217641	39.669368	59.812081
71.044055	44.581515	63.339575
20.905347	89.522436	84.431383
77.449153	35.182457	6.862618
26.615414	78.033830	27.831406
32.301857	87.905131	11.453510
19.965683	84.606965	41.718350
25.441188	73.983032	6.713611
2.118879	3.241482	49.000461
93.547920	94.269460	48.604096
42.612251	14.934622	96.861719
55.203600	45.359205	89.793882
24.901276	89.669790	52.514189
38.189717	84.993029	2.755975
81.420014	56.369164	36.500174
